file,ori,pre
401677633_.wav,0,0
401636973_.wav,1,0
401354038_.wav,1,1
401201846_.wav,0,0
401643691_.wav,0,0
401185896_.wav,1,0
401435033_.wav,0,0
401696931_.wav,0,0
401807373_.wav,1,1
401610463_.wav,1,0
401134363_.wav,0,0
401661448_.wav,0,0
401575415_.wav,1,1
401353661_.wav,1,1
401696952_.wav,1,1
401132795_.wav,0,0
401844384_.wav,0,0
401842158_.wav,1,1
401866745_.wav,0,0
401244856_.wav,0,0
401618829_.wav,1,1
401153337_.wav,0,0
401202070_.wav,1,1
401583559_.wav,0,0
401117227_.wav,1,1
401553523_.wav,0,0
401955838_.wav,0,0
401749051_.wav,1,1
401567547_.wav,0,0
401764129_.wav,0,1
401790632_.wav,0,0
401229848_.wav,0,0
401161051_.wav,0,0
401395210_.wav,0,0
401856399_.wav,1,1
401803536_.wav,0,0
401709802_.wav,0,0
401513786_.wav,1,1
401758665_.wav,0,0
401589189_.wav,1,1
401856555_.wav,1,1
401797130_.wav,0,1
401681527_.wav,1,0
401500232_.wav,0,0
401402086_.wav,0,0
401854329_.wav,1,1
401475426_.wav,0,0
401330110_.wav,0,0
401101845_.wav,0,0
401657632_.wav,0,0
401144352_.wav,1,1
401197173_.wav,0,0
401183105_.wav,0,0
401923570_.wav,0,0
401757836_.wav,1,1
401545673_.wav,0,1
401944318_.wav,1,1
401281926_.wav,1,1
401753974_.wav,0,0
401114273_.wav,1,1
401843686_.wav,0,1
401151944_.wav,1,1
401289615_.wav,1,0
401330798_.wav,0,0
401113745_.wav,1,1
401434564_.wav,1,0
401731768_.wav,1,1
401300592_.wav,1,1
401120239_.wav,0,0
401431105_.wav,0,0
401817760_.wav,1,1
401363504_.wav,1,1
401830330_.wav,1,1
401658380_.wav,0,0
401551129_.wav,0,0
401484816_.wav,1,1
401133833_.wav,1,0
401387028_.wav,0,0
401134065_.wav,1,1
401188868_.wav,0,0
401584781_.wav,0,0
401219715_.wav,1,0
401869363_.wav,0,0
401878983_.wav,1,1
401246990_.wav,1,0
401936192_.wav,0,0
401195025_.wav,0,0
401791912_.wav,0,1
401488588_.wav,0,1
401946930_.wav,1,1
401691548_.wav,1,0
401252740_.wav,1,1
401295667_.wav,1,1
401711850_.wav,1,1
401739897_.wav,0,0
401976330_.wav,0,0
401336482_.wav,1,1
401499169_.wav,1,0
401111455_.wav,0,0
401206430_.wav,0,0
401840813_.wav,1,1
401172500_.wav,0,0
401261060_.wav,0,0
401872667_.wav,0,0
401127511_.wav,1,1
401747619_.wav,1,1
401840031_.wav,1,1
401345122_.wav,1,1
401823844_.wav,0,0
401161674_.wav,1,0
401909754_.wav,1,1
401874507_.wav,0,0
401464818_.wav,1,1
401716385_.wav,0,0
401266642_.wav,1,1
401563703_.wav,0,0
401433323_.wav,1,1
401211051_.wav,1,1
401606880_.wav,0,0
401313337_.wav,1,1
401482893_.wav,0,0
401202612_.wav,1,1
401764802_.wav,0,0
401381914_.wav,1,1
401540126_.wav,0,0
401782984_.wav,1,1
401676711_.wav,0,0
401110831_.wav,1,1
401496242_.wav,0,0
401417746_.wav,0,0
401798578_.wav,1,1
401496610_.wav,1,1
401947952_.wav,1,1
401760841_.wav,1,1
401262007_.wav,1,1
401205692_.wav,0,0
401306717_.wav,0,0
401505009_.wav,1,1
401166001_.wav,1,1
401172795_.wav,0,0
401219247_.wav,1,1
401969028_.wav,0,1
401607640_.wav,1,1
401303390_.wav,0,0
401541991_.wav,0,1
401581457_.wav,1,1
401989218_.wav,1,1
401280828_.wav,1,1
401198237_.wav,1,1
401463019_.wav,1,1
401851015_.wav,0,1
401197448_.wav,1,1
401899144_.wav,1,1
401613724_.wav,1,0
401229877_.wav,1,1
401394514_.wav,1,1
401454117_.wav,1,1
401526164_.wav,0,0
401267686_.wav,1,0
401770264_.wav,0,0
401592444_.wav,1,1
401792816_.wav,0,0
401590227_.wav,0,0
401834073_.wav,0,0
401194607_.wav,0,0
401663516_.wav,0,0
401328348_.wav,1,1
401759487_.wav,0,0
401841292_.wav,1,1
401887386_.wav,0,0
401611283_.wav,0,0
401739745_.wav,1,1
401775679_.wav,1,1
401570157_.wav,1,1
401354816_.wav,1,1
401732378_.wav,1,1
401782318_.wav,1,1
401779224_.wav,1,1
401726716_.wav,0,0
401780076_.wav,0,0
401529646_.wav,0,0
401644770_.wav,1,1
401268133_.wav,1,1
401100461_.wav,1,1
401190766_.wav,0,0
401483754_.wav,1,0
401916784_.wav,0,0
401516998_.wav,1,0
401742968_.wav,1,1
401869848_.wav,1,1
401587149_.wav,1,1
401490502_.wav,0,0
401794909_.wav,0,0
401187703_.wav,1,0
401389889_.wav,0,0
401800178_.wav,1,1
401653900_.wav,0,0
401854266_.wav,1,1
401230950_.wav,0,0
401160037_.wav,0,0
401166579_.wav,1,1
401151743_.wav,1,0
401774817_.wav,1,1
401689153_.wav,1,1
401714500_.wav,0,0
401256040_.wav,1,1
401613378_.wav,0,0
401302774_.wav,1,0
401692766_.wav,0,0
401784965_.wav,1,1
401954178_.wav,1,0
401350710_.wav,0,0
401682742_.wav,0,0
401432892_.wav,1,0
401601953_.wav,0,0
401181749_.wav,0,0
401612173_.wav,0,0
401545998_.wav,1,1
401768503_.wav,0,0
401657159_.wav,1,1
401306675_.wav,1,1
401783287_.wav,0,0
401624159_.wav,1,1
401256159_.wav,0,0
401174414_.wav,1,1
401832927_.wav,1,1
401839615_.wav,0,1
401647795_.wav,0,0
401678997_.wav,0,0
401129885_.wav,0,0
401701811_.wav,1,1
401434105_.wav,0,0
401627039_.wav,1,1
401125181_.wav,0,0
401399595_.wav,1,1
401560622_.wav,0,0
401583097_.wav,1,1
401751388_.wav,0,0
401730123_.wav,0,0
401664819_.wav,1,1
401899599_.wav,1,1
401720692_.wav,1,1
401417075_.wav,1,1
401634954_.wav,1,0
401564781_.wav,0,0
401619452_.wav,1,1
401218484_.wav,1,1
401166229_.wav,0,0
401142155_.wav,1,1
401546546_.wav,1,1
401423483_.wav,1,1
401596229_.wav,1,1
401104209_.wav,1,1
401180503_.wav,0,0
401192973_.wav,0,0
401469732_.wav,1,1
401072165_.wav,0,0
401207926_.wav,1,0
401213708_.wav,0,0
401761609_.wav,0,0
401112843_.wav,0,0
401165906_.wav,1,1
401880955_.wav,0,0
401297727_.wav,0,1
401205876_.wav,0,0
401283181_.wav,0,0
401744332_.wav,1,1
401593092_.wav,0,0
401739088_.wav,1,1
401269665_.wav,0,0
401480608_.wav,0,0
401257141_.wav,1,1
401823932_.wav,0,0
401285865_.wav,1,1
401236531_.wav,1,0
401151989_.wav,0,0
401215323_.wav,0,0
401680876_.wav,1,1
401717592_.wav,0,0
401077827_.wav,1,0
401140075_.wav,0,0
401445252_.wav,0,0
401725626_.wav,1,0
401741181_.wav,1,1
401490530_.wav,0,0
401754272_.wav,1,1
401573166_.wav,0,0
401723432_.wav,0,0
401823927_.wav,1,0
401749314_.wav,0,0
401265184_.wav,1,1
401324939_.wav,0,0
401710289_.wav,0,0
401867899_.wav,1,0
401575922_.wav,0,0
401272646_.wav,0,0
401325199_.wav,0,0
401488073_.wav,1,1
401607080_.wav,1,1
401794936_.wav,1,1
401674148_.wav,1,1
401346476_.wav,0,0
401305949_.wav,0,0
401205817_.wav,1,1
401568568_.wav,0,0
401481644_.wav,0,0
401825350_.wav,1,1
401554726_.wav,1,0
401678587_.wav,0,0
401444361_.wav,1,1
401559405_.wav,0,0
401295228_.wav,1,0
401245632_.wav,1,1
401604774_.wav,0,0
401658846_.wav,1,1
401267814_.wav,1,1
401756948_.wav,0,0
401228863_.wav,1,1
401728154_.wav,1,1
401377986_.wav,1,0
401491805_.wav,0,0
401876972_.wav,1,0
401811710_.wav,0,0
401599573_.wav,0,0
401859664_.wav,0,0
401480142_.wav,0,0
401515127_.wav,0,0
401317891_.wav,1,1
401487751_.wav,1,0
401784651_.wav,0,0
401131361_.wav,1,0
401719099_.wav,1,1
401477526_.wav,0,0
401186329_.wav,0,0
401716022_.wav,1,1
401711103_.wav,0,0
401776432_.wav,1,1
401124101_.wav,0,0
401661118_.wav,1,0
401546601_.wav,1,1
401352918_.wav,1,1
401698894_.wav,1,1
401145639_.wav,1,1
401848938_.wav,0,0
401418431_.wav,0,0
401299998_.wav,0,0
401291844_.wav,0,0
401841333_.wav,1,0
401378400_.wav,1,1
401234702_.wav,0,0
401689018_.wav,1,1
401926042_.wav,0,0
401609848_.wav,1,1
401714543_.wav,1,1
401826745_.wav,1,1
401274899_.wav,0,0
401714902_.wav,0,0
401539990_.wav,0,0
401292339_.wav,1,0
401857848_.wav,0,0
401192572_.wav,1,1
401699528_.wav,1,0
401270840_.wav,0,0
401513664_.wav,1,1
401752521_.wav,0,0
401463361_.wav,0,0
401545558_.wav,1,1
401627222_.wav,0,0
401386025_.wav,1,1
401721826_.wav,0,0
401507651_.wav,1,1
401528640_.wav,1,1
401667939_.wav,1,0
401939882_.wav,1,1
401539638_.wav,0,0
401290301_.wav,1,1
401743295_.wav,1,1
401294618_.wav,1,1
401925320_.wav,0,0
401654536_.wav,0,0
401853863_.wav,1,1
401266213_.wav,0,0
401547890_.wav,1,1
401805708_.wav,0,0
401736512_.wav,1,0
401443547_.wav,0,0
401550514_.wav,1,1
401130104_.wav,0,0
401719713_.wav,1,1
401125347_.wav,1,1
401321068_.wav,1,1
401313204_.wav,0,0
401531954_.wav,0,0
401726453_.wav,1,0
401604256_.wav,1,1
401500484_.wav,0,0
401643505_.wav,1,1
401246964_.wav,1,1
401418455_.wav,0,0
401642732_.wav,0,0
401846993_.wav,0,0
401772375_.wav,0,0
401675600_.wav,0,0
401550648_.wav,0,0
401640511_.wav,0,0
401169033_.wav,1,0
401694606_.wav,0,0
401550975_.wav,0,0
401474068_.wav,1,1
401584460_.wav,0,0
401176218_.wav,0,0
401291420_.wav,0,0
401198740_.wav,1,1
401685718_.wav,1,1
401448244_.wav,0,0
401608219_.wav,1,1
401426389_.wav,0,0
401212970_.wav,1,0
401445855_.wav,1,1
401630680_.wav,0,0
401160038_.wav,1,0
401317931_.wav,0,0
401234429_.wav,1,1
401814771_.wav,1,1
401666799_.wav,1,1
401303429_.wav,1,1
401818855_.wav,1,1
401699084_.wav,1,0
401803242_.wav,1,1
401157660_.wav,1,1
401581019_.wav,0,0
401489878_.wav,1,0
401863109_.wav,0,0
401247738_.wav,0,0
401618936_.wav,1,1
401476233_.wav,1,1
401138877_.wav,0,1
401754026_.wav,0,0
401684728_.wav,0,0
401797498_.wav,1,0
401314351_.wav,0,0
401893572_.wav,1,1
401255533_.wav,1,1
401368694_.wav,1,0
401358781_.wav,1,0
401254200_.wav,1,0
401497434_.wav,0,0
401224080_.wav,0,0
401514996_.wav,0,0
401587073_.wav,1,1
401817326_.wav,0,0
401802499_.wav,1,0
401767910_.wav,1,1
401651883_.wav,1,0
401156368_.wav,1,1
401329453_.wav,1,1
401409711_.wav,1,1
401683399_.wav,0,0
401295251_.wav,0,0
401843509_.wav,0,0
401154514_.wav,1,1
401651424_.wav,1,0
401788934_.wav,0,0
401169766_.wav,1,0
401690974_.wav,1,1
401186378_.wav,0,0
401973958_.wav,0,0
401219390_.wav,1,1
401660268_.wav,1,1
401262023_.wav,0,0
401128660_.wav,1,1
401191344_.wav,0,0
401551211_.wav,1,1
401341230_.wav,1,1
401115317_.wav,1,0
401206638_.wav,0,0
401273495_.wav,0,0
401499818_.wav,0,0
401816407_.wav,1,0
401872324_.wav,1,1
401597108_.wav,1,1
401757228_.wav,0,0
401418261_.wav,1,1
401402265_.wav,1,1
401122931_.wav,1,1
401618111_.wav,0,1
401574595_.wav,1,1
401503793_.wav,0,0
401425581_.wav,0,0
401344294_.wav,1,1
401862285_.wav,0,0
401410710_.wav,0,0
401822892_.wav,0,0
401129859_.wav,0,0
401172561_.wav,1,1
401452345_.wav,0,0
401463053_.wav,0,0
401436709_.wav,1,1
401653281_.wav,0,0
401586860_.wav,0,0
401632822_.wav,0,0
401866514_.wav,0,0
401142748_.wav,0,0
401665074_.wav,1,1
401271796_.wav,0,0
401229917_.wav,0,0
401716209_.wav,0,0
401217375_.wav,0,0
401752939_.wav,1,1
401270622_.wav,0,0
401075355_.wav,1,1
401567658_.wav,1,1
401108365_.wav,0,0
401220331_.wav,0,0
401281308_.wav,0,0
401219190_.wav,1,1
401807904_.wav,0,0
401816274_.wav,1,1
401513946_.wav,1,1
401661348_.wav,1,1
401296466_.wav,0,0
401901343_.wav,0,0
401900555_.wav,0,0
401668893_.wav,0,0
401710185_.wav,0,0
401780687_.wav,0,0
401190454_.wav,1,0
401433343_.wav,0,0
401229952_.wav,0,0
401426827_.wav,1,1
401288759_.wav,1,1
401550198_.wav,1,1
401857970_.wav,0,0
401787106_.wav,1,1
401465725_.wav,0,0
401825777_.wav,0,0
401498170_.wav,0,0
401503228_.wav,0,0
401117335_.wav,0,0
401167396_.wav,0,0
401884356_.wav,0,1
401311860_.wav,0,0
401248420_.wav,0,0
401580075_.wav,0,0
401834157_.wav,0,0
401717238_.wav,1,1
401444571_.wav,1,1
401231735_.wav,0,0
401200421_.wav,1,1
401709277_.wav,0,0
401258019_.wav,1,1
401643026_.wav,0,0
401327257_.wav,0,0
401711910_.wav,1,0
401143947_.wav,1,1
401834316_.wav,1,1
401726414_.wav,0,0
401217936_.wav,0,0
401254829_.wav,1,0
401709783_.wav,1,1
401613708_.wav,1,1
401798139_.wav,1,1
401843222_.wav,1,0
401734848_.wav,1,0
401168707_.wav,0,0
401715193_.wav,0,0
401299870_.wav,0,0
401552481_.wav,1,1
401883436_.wav,1,1
401330604_.wav,0,0
401238899_.wav,0,0
401165436_.wav,1,1
401914756_.wav,0,0
401921842_.wav,0,0
401260341_.wav,0,0
401944806_.wav,0,0
401618443_.wav,1,0
401616593_.wav,0,0
401284688_.wav,1,0
401724612_.wav,1,1
401771599_.wav,1,0
401923446_.wav,0,0
401361454_.wav,1,1
401917316_.wav,1,1
401126359_.wav,1,1
401537425_.wav,0,0
401232609_.wav,1,1
401879314_.wav,1,1
401774606_.wav,0,0
401905952_.wav,0,0
401172259_.wav,0,0
401351720_.wav,0,0
401260072_.wav,1,0
401829107_.wav,1,0
401228872_.wav,0,0
401626490_.wav,0,0
401218889_.wav,0,0
401201317_.wav,0,0
401805527_.wav,0,0
401625274_.wav,1,1
401668536_.wav,1,1
401746606_.wav,1,1
401150105_.wav,0,0
401270718_.wav,1,1
401303627_.wav,0,0
401724484_.wav,0,0
401492022_.wav,0,0
401466543_.wav,1,1
401405180_.wav,1,1
401334584_.wav,0,0
401465512_.wav,0,0
401661521_.wav,0,0
401121813_.wav,0,0
401426422_.wav,0,0
401486518_.wav,1,1
401115949_.wav,1,1
401508777_.wav,0,0
401589376_.wav,0,0
401077393_.wav,0,0
401242925_.wav,0,0
401661111_.wav,0,0
401191100_.wav,0,0
401657667_.wav,0,0
401827244_.wav,0,0
401421837_.wav,1,0
401681519_.wav,1,1
401789744_.wav,0,0
401269897_.wav,0,0
401467977_.wav,1,1
401150606_.wav,0,0
401316097_.wav,0,0
401401254_.wav,1,1
401188098_.wav,0,0
401085991_.wav,1,1
401370734_.wav,1,1
401834243_.wav,1,1
401615328_.wav,1,1
401283111_.wav,0,0
401932710_.wav,0,0
401307040_.wav,0,0
401713611_.wav,1,1
401209884_.wav,1,1
401512834_.wav,0,0
401419791_.wav,0,0
401692992_.wav,1,0
401456948_.wav,0,0
401277210_.wav,1,1
401614970_.wav,0,1
401469122_.wav,1,1
401698810_.wav,0,0
401234036_.wav,1,1
401277627_.wav,0,0
401945768_.wav,1,0
401139664_.wav,0,0
401337836_.wav,1,0
401709670_.wav,1,1
401662594_.wav,1,1
401298809_.wav,0,0
401742082_.wav,0,0
401835372_.wav,0,0
401122079_.wav,1,1
401746460_.wav,0,1
401842995_.wav,0,0
401803378_.wav,1,1
401846694_.wav,0,0
401951974_.wav,1,0
401223418_.wav,0,0
401360874_.wav,1,1
401724683_.wav,0,0
401193386_.wav,0,0
401746084_.wav,0,0
401750168_.wav,0,0
401486436_.wav,0,0
401180803_.wav,0,0
401746476_.wav,0,0
401679221_.wav,0,0
401236569_.wav,1,1
401463495_.wav,0,0
401667368_.wav,1,0
401274007_.wav,1,1
401170155_.wav,1,1
401898062_.wav,1,1
401207801_.wav,0,0
401337872_.wav,1,1
401459364_.wav,1,1
401315816_.wav,0,0
401282967_.wav,1,0
401284353_.wav,1,1
401700807_.wav,1,1
401286581_.wav,0,0
401075811_.wav,0,0
401544533_.wav,0,0
401599696_.wav,0,0
401560025_.wav,1,1
401140478_.wav,1,1
401094255_.wav,1,1
401492011_.wav,1,1
401613473_.wav,0,0
401902491_.wav,1,1
401552346_.wav,0,0
401732863_.wav,1,1
401852906_.wav,1,1
401558039_.wav,1,0
401127449_.wav,0,0
401216411_.wav,1,0
401307331_.wav,0,0
401185381_.wav,0,0
401877912_.wav,0,0
401538546_.wav,0,0
401487639_.wav,1,1
401730258_.wav,1,1
401194807_.wav,1,1
401124072_.wav,1,1
401352040_.wav,1,0
401749485_.wav,0,0
401530614_.wav,1,1
401874312_.wav,1,1
401108125_.wav,1,0
401563777_.wav,1,1
401839673_.wav,1,1
401545955_.wav,0,0
401750747_.wav,1,1
401721536_.wav,1,0
401438627_.wav,0,0
401214054_.wav,0,1
401106951_.wav,1,1
401168257_.wav,1,1
401842783_.wav,1,1
401830037_.wav,1,1
401501370_.wav,1,1
401438582_.wav,1,1
401730582_.wav,0,0
401840086_.wav,0,0
401245707_.wav,1,1
401780811_.wav,1,1
401431189_.wav,0,0
401191044_.wav,0,0
401449941_.wav,1,1
401169590_.wav,1,1
401670799_.wav,0,0
401444446_.wav,0,0
401814809_.wav,0,0
401743759_.wav,1,0
401209870_.wav,0,0
401851877_.wav,1,0
401800839_.wav,0,0
401860024_.wav,0,0
401305728_.wav,1,1
401669806_.wav,0,0
401740903_.wav,1,1
401830475_.wav,1,1
401818658_.wav,1,0
401710423_.wav,1,0
401496758_.wav,1,1
401441865_.wav,1,1
401724004_.wav,1,0
401453769_.wav,0,0
401807061_.wav,1,1
401839833_.wav,1,1
401168762_.wav,1,0
401621714_.wav,0,0
401855353_.wav,1,1
401738166_.wav,0,1
401219293_.wav,1,1
401246949_.wav,1,0
401643934_.wav,1,1
401184150_.wav,1,1
401280188_.wav,1,1
401208985_.wav,0,0
401220942_.wav,0,0
401239724_.wav,0,0
401733022_.wav,1,1
401575747_.wav,1,1
401475254_.wav,1,1
401760432_.wav,1,1
401777999_.wav,0,0
401345830_.wav,0,0
401718929_.wav,0,0
401465584_.wav,0,0
401686998_.wav,0,0
