,file,ori,pre
277,401393485_.wav,0,0
278,401530522_.wav,0,1
279,401215186_.wav,1,0
280,401399747_.wav,0,1
281,401310254_.wav,1,1
282,401792552_.wav,1,1
283,401571842_.wav,1,1
284,401473455_.wav,1,1
285,401129125_.wav,1,1
286,401332363_.wav,1,1
287,401626173_.wav,0,0
288,401318592_.wav,1,1
289,401130747_.wav,1,1
290,401686737_.wav,0,0
291,401563915_.wav,1,1
292,401124055_.wav,1,1
293,401484226_.wav,0,0
294,401726079_.wav,0,0
295,401640987_.wav,1,1
296,401453821_.wav,0,0
297,401412332_.wav,1,1
298,401316450_.wav,1,1
299,401822721_.wav,0,1
300,401408249_.wav,0,1
301,401173022_.wav,0,0
302,401264310_.wav,0,0
303,401184998_.wav,1,1
304,401287216_.wav,0,1
305,401742806_.wav,1,1
306,401178011_.wav,0,0
307,401672844_.wav,0,0
308,401133005_.wav,0,1
309,401511958_.wav,1,1
310,401131600_.wav,0,1
311,401200853_.wav,1,1
312,401306720_.wav,1,1
313,401465892_.wav,0,1
314,401448609_.wav,1,1
315,401686445_.wav,0,0
316,401773175_.wav,0,0
317,401155177_.wav,0,0
318,401629531_.wav,1,1
319,401165308_.wav,1,1
320,401662203_.wav,1,1
321,401566629_.wav,0,0
322,401208080_.wav,0,1
323,401070537_.wav,0,0
324,401515480_.wav,1,0
325,401123720_.wav,0,0
326,401406079_.wav,0,1
327,401907028_.wav,1,1
328,401771161_.wav,0,0
329,401224357_.wav,0,1
330,401507486_.wav,0,0
331,401470233_.wav,0,0
332,401312473_.wav,1,1
333,401278864_.wav,0,0
334,401210652_.wav,0,1
335,401196004_.wav,0,0
336,401705902_.wav,0,0
337,401798015_.wav,0,1
338,401531908_.wav,1,1
339,401770925_.wav,1,1
340,401383718_.wav,0,1
341,401411495_.wav,0,0
342,401809048_.wav,0,1
343,401365326_.wav,1,1
344,401725779_.wav,0,0
345,401493587_.wav,0,0
346,401604535_.wav,0,0
347,401693694_.wav,0,0
348,401421705_.wav,0,0
349,401099155_.wav,0,1
350,401304657_.wav,1,1
351,401230063_.wav,0,0
352,401758127_.wav,0,0
353,401851658_.wav,0,1
354,401668636_.wav,1,1
355,401238492_.wav,0,0
356,401616395_.wav,0,0
357,401184052_.wav,0,1
358,401208510_.wav,0,0
359,401125132_.wav,0,0
360,401332952_.wav,1,1
361,401488670_.wav,0,0
362,401532738_.wav,0,0
363,401463223_.wav,0,0
364,401894740_.wav,0,0
365,401828295_.wav,1,1
366,401916266_.wav,0,0
367,401531952_.wav,1,1
368,401717564_.wav,0,0
369,401282686_.wav,1,1
370,401101933_.wav,0,1
371,401202749_.wav,1,1
372,401299549_.wav,0,0
373,401157515_.wav,1,1
374,401260453_.wav,0,1
375,401618293_.wav,0,0
376,401214554_.wav,1,1
377,401710724_.wav,0,0
378,401419669_.wav,0,0
379,401834727_.wav,0,0
380,401270331_.wav,1,1
381,401162159_.wav,0,0
382,401810036_.wav,1,1
383,401343044_.wav,0,0
384,401330359_.wav,1,1
385,401677633_.wav,0,0
386,401636973_.wav,1,0
387,401354038_.wav,1,1
388,401201846_.wav,0,0
389,401643691_.wav,0,0
390,401185896_.wav,1,0
391,401435033_.wav,0,0
392,401696931_.wav,0,0
393,401807373_.wav,1,1
394,401610463_.wav,1,0
395,401134363_.wav,0,1
396,401661448_.wav,0,0
397,401575415_.wav,1,1
398,401353661_.wav,1,1
399,401696952_.wav,1,1
400,401132795_.wav,0,1
401,401844384_.wav,0,1
402,401842158_.wav,1,1
403,401866745_.wav,0,0
404,401244856_.wav,0,0
405,401618829_.wav,1,1
406,401153337_.wav,0,0
407,401202070_.wav,1,1
408,401583559_.wav,0,1
409,401117227_.wav,1,1
410,401553523_.wav,0,0
411,401955838_.wav,0,1
412,401749051_.wav,1,1
413,401567547_.wav,0,0
414,401764129_.wav,0,1
415,401790632_.wav,0,1
416,401229848_.wav,0,0
417,401161051_.wav,0,0
418,401395210_.wav,0,0
419,401856399_.wav,1,1
420,401803536_.wav,0,1
421,401709802_.wav,0,1
422,401513786_.wav,1,1
423,401758665_.wav,0,1
424,401589189_.wav,1,1
425,401856555_.wav,1,1
426,401797130_.wav,0,1
427,401681527_.wav,1,1
428,401500232_.wav,0,0
429,401402086_.wav,0,0
430,401854329_.wav,1,1
431,401475426_.wav,0,1
432,401330110_.wav,0,0
433,401101845_.wav,0,0
434,401657632_.wav,0,0
435,401144352_.wav,1,1
436,401197173_.wav,0,1
437,401183105_.wav,0,0
438,401923570_.wav,0,1
439,401757836_.wav,1,1
440,401545673_.wav,0,1
441,401944318_.wav,1,1
442,401281926_.wav,1,1
443,401753974_.wav,0,0
444,401114273_.wav,1,1
445,401843686_.wav,0,1
446,401151944_.wav,1,1
447,401289615_.wav,1,1
448,401330798_.wav,0,0
449,401113745_.wav,1,1
450,401434564_.wav,1,1
451,401731768_.wav,1,1
452,401300592_.wav,1,1
453,401120239_.wav,0,0
454,401431105_.wav,0,0
455,401817760_.wav,1,1
456,401363504_.wav,1,1
457,401830330_.wav,1,1
458,401658380_.wav,0,0
459,401551129_.wav,0,0
460,401484816_.wav,1,1
461,401133833_.wav,1,1
462,401387028_.wav,0,0
463,401134065_.wav,1,1
464,401188868_.wav,0,0
465,401584781_.wav,0,0
466,401219715_.wav,1,1
467,401869363_.wav,0,1
468,401878983_.wav,1,1
469,401246990_.wav,1,1
470,401936192_.wav,0,0
471,401195025_.wav,0,0
472,401791912_.wav,0,1
473,401488588_.wav,0,1
474,401946930_.wav,1,1
475,401691548_.wav,1,1
476,401252740_.wav,1,1
477,401295667_.wav,1,1
478,401711850_.wav,1,1
479,401739897_.wav,0,0
480,401976330_.wav,0,0
481,401336482_.wav,1,1
482,401499169_.wav,1,0
483,401111455_.wav,0,0
484,401206430_.wav,0,0
485,401840813_.wav,1,1
486,401172500_.wav,0,0
487,401261060_.wav,0,1
488,401872667_.wav,0,0
489,401127511_.wav,1,1
490,401747619_.wav,1,1
491,401840031_.wav,1,1
492,401345122_.wav,1,1
493,401823844_.wav,0,0
494,401161674_.wav,1,1
495,401909754_.wav,1,1
496,401874507_.wav,0,0
497,401464818_.wav,1,1
498,401716385_.wav,0,0
499,401266642_.wav,1,1
500,401563703_.wav,0,0
501,401433323_.wav,1,1
502,401211051_.wav,1,1
503,401606880_.wav,0,0
504,401313337_.wav,1,1
505,401482893_.wav,0,0
506,401202612_.wav,1,1
507,401764802_.wav,0,0
508,401381914_.wav,1,1
509,401540126_.wav,0,0
510,401782984_.wav,1,1
511,401676711_.wav,0,0
512,401110831_.wav,1,1
513,401496242_.wav,0,1
514,401417746_.wav,0,0
515,401798578_.wav,1,1
516,401496610_.wav,1,1
517,401947952_.wav,1,1
518,401760841_.wav,1,1
519,401262007_.wav,1,1
520,401205692_.wav,0,0
521,401306717_.wav,0,0
522,401505009_.wav,1,1
523,401166001_.wav,1,1
524,401172795_.wav,0,0
525,401219247_.wav,1,1
526,401969028_.wav,0,1
527,401607640_.wav,1,1
528,401303390_.wav,0,1
529,401541991_.wav,0,1
530,401581457_.wav,1,1
531,401989218_.wav,1,1
532,401280828_.wav,1,1
533,401198237_.wav,1,1
534,401463019_.wav,1,1
535,401851015_.wav,0,1
536,401197448_.wav,1,1
537,401899144_.wav,1,1
538,401613724_.wav,1,0
539,401229877_.wav,1,1
540,401394514_.wav,1,1
541,401454117_.wav,1,1
542,401526164_.wav,0,0
543,401267686_.wav,1,0
544,401770264_.wav,0,0
545,401592444_.wav,1,1
546,401792816_.wav,0,0
547,401590227_.wav,0,0
548,401834073_.wav,0,0
549,401194607_.wav,0,0
550,401663516_.wav,0,1
551,401328348_.wav,1,1
552,401759487_.wav,0,0
553,401841292_.wav,1,1
554,401887386_.wav,0,1
555,401611283_.wav,0,0
556,401739745_.wav,1,1
557,401775679_.wav,1,1
558,401570157_.wav,1,1
559,401354816_.wav,1,1
560,401732378_.wav,1,1
561,401782318_.wav,1,1
562,401779224_.wav,1,1
563,401726716_.wav,0,1
564,401780076_.wav,0,1
565,401529646_.wav,0,0
566,401644770_.wav,1,1
567,401268133_.wav,1,1
568,401100461_.wav,1,1
569,401190766_.wav,0,0
570,401483754_.wav,1,1
571,401916784_.wav,0,0
572,401516998_.wav,1,0
573,401742968_.wav,1,1
574,401869848_.wav,1,1
575,401587149_.wav,1,1
576,401490502_.wav,0,1
577,401794909_.wav,0,0
578,401187703_.wav,1,1
579,401389889_.wav,0,0
580,401800178_.wav,1,1
581,401653900_.wav,0,1
582,401854266_.wav,1,1
583,401230950_.wav,0,0
584,401160037_.wav,0,1
585,401166579_.wav,1,1
586,401151743_.wav,1,1
587,401774817_.wav,1,1
588,401689153_.wav,1,1
589,401714500_.wav,0,1
590,401256040_.wav,1,1
591,401613378_.wav,0,1
592,401302774_.wav,1,0
593,401692766_.wav,0,1
594,401784965_.wav,1,1
595,401954178_.wav,1,1
596,401350710_.wav,0,0
597,401682742_.wav,0,1
598,401432892_.wav,1,1
599,401601953_.wav,0,0
600,401181749_.wav,0,0
601,401612173_.wav,0,0
602,401545998_.wav,1,1
603,401768503_.wav,0,1
604,401657159_.wav,1,1
605,401306675_.wav,1,1
606,401783287_.wav,0,0
607,401624159_.wav,1,1
608,401256159_.wav,0,0
609,401174414_.wav,1,1
610,401832927_.wav,1,1
611,401839615_.wav,0,1
612,401647795_.wav,0,0
613,401678997_.wav,0,1
614,401129885_.wav,0,0
615,401701811_.wav,1,1
616,401434105_.wav,0,0
617,401627039_.wav,1,1
618,401125181_.wav,0,1
619,401399595_.wav,1,1
620,401560622_.wav,0,0
621,401583097_.wav,1,1
622,401751388_.wav,0,0
623,401730123_.wav,0,0
624,401664819_.wav,1,1
625,401899599_.wav,1,1
626,401720692_.wav,1,1
627,401417075_.wav,1,1
628,401634954_.wav,1,0
629,401564781_.wav,0,1
630,401619452_.wav,1,1
631,401218484_.wav,1,1
632,401166229_.wav,0,0
633,401142155_.wav,1,1
634,401546546_.wav,1,1
635,401423483_.wav,1,1
636,401596229_.wav,1,1
637,401104209_.wav,1,1
638,401180503_.wav,0,0
639,401192973_.wav,0,1
640,401469732_.wav,1,1
641,401072165_.wav,0,0
642,401207926_.wav,1,1
643,401213708_.wav,0,0
644,401761609_.wav,0,0
645,401112843_.wav,0,1
646,401165906_.wav,1,1
647,401880955_.wav,0,0
648,401297727_.wav,0,1
649,401205876_.wav,0,0
650,401283181_.wav,0,0
651,401744332_.wav,1,1
652,401593092_.wav,0,0
653,401739088_.wav,1,1
654,401269665_.wav,0,1
655,401480608_.wav,0,1
656,401257141_.wav,1,1
657,401823932_.wav,0,0
658,401285865_.wav,1,1
659,401236531_.wav,1,0
660,401151989_.wav,0,1
661,401215323_.wav,0,1
662,401680876_.wav,1,1
663,401717592_.wav,0,1
664,401077827_.wav,1,0
665,401140075_.wav,0,0
666,401445252_.wav,0,0
667,401725626_.wav,1,1
668,401741181_.wav,1,1
669,401490530_.wav,0,1
670,401754272_.wav,1,1
671,401573166_.wav,0,0
672,401723432_.wav,0,0
673,401823927_.wav,1,0
674,401749314_.wav,0,0
675,401265184_.wav,1,1
676,401324939_.wav,0,0
677,401710289_.wav,0,0
678,401867899_.wav,1,0
679,401575922_.wav,0,1
680,401272646_.wav,0,0
681,401325199_.wav,0,0
682,401488073_.wav,1,1
683,401607080_.wav,1,1
684,401794936_.wav,1,1
685,401674148_.wav,1,1
686,401346476_.wav,0,0
687,401305949_.wav,0,0
688,401205817_.wav,1,1
689,401568568_.wav,0,1
690,401481644_.wav,0,0
691,401825350_.wav,1,1
692,401554726_.wav,1,0
693,401678587_.wav,0,0
694,401444361_.wav,1,1
695,401559405_.wav,0,1
696,401295228_.wav,1,1
697,401245632_.wav,1,1
698,401604774_.wav,0,1
699,401658846_.wav,1,1
700,401267814_.wav,1,1
701,401756948_.wav,0,0
702,401228863_.wav,1,1
703,401728154_.wav,1,1
704,401377986_.wav,1,0
705,401491805_.wav,0,0
706,401876972_.wav,1,1
707,401811710_.wav,0,0
708,401599573_.wav,0,0
709,401859664_.wav,0,0
710,401480142_.wav,0,0
711,401515127_.wav,0,1
712,401317891_.wav,1,1
713,401487751_.wav,1,0
714,401784651_.wav,0,0
715,401131361_.wav,1,1
716,401719099_.wav,1,1
717,401477526_.wav,0,0
718,401186329_.wav,0,0
719,401716022_.wav,1,1
720,401711103_.wav,0,1
721,401776432_.wav,1,1
722,401124101_.wav,0,0
723,401661118_.wav,1,1
724,401546601_.wav,1,1
725,401352918_.wav,1,1
726,401698894_.wav,1,1
727,401145639_.wav,1,1
728,401848938_.wav,0,0
729,401418431_.wav,0,0
730,401299998_.wav,0,0
731,401291844_.wav,0,0
732,401841333_.wav,1,1
733,401378400_.wav,1,1
734,401234702_.wav,0,1
735,401689018_.wav,1,1
736,401926042_.wav,0,0
737,401609848_.wav,1,1
738,401714543_.wav,1,1
739,401826745_.wav,1,1
740,401274899_.wav,0,1
741,401714902_.wav,0,0
742,401539990_.wav,0,1
743,401292339_.wav,1,0
744,401857848_.wav,0,0
745,401192572_.wav,1,0
746,401699528_.wav,1,0
747,401270840_.wav,0,0
748,401513664_.wav,1,1
749,401752521_.wav,0,0
750,401463361_.wav,0,1
751,401545558_.wav,1,1
752,401627222_.wav,0,1
753,401386025_.wav,1,1
754,401721826_.wav,0,1
755,401507651_.wav,1,1
756,401528640_.wav,1,1
757,401667939_.wav,1,1
758,401939882_.wav,1,1
759,401539638_.wav,0,0
760,401290301_.wav,1,1
761,401743295_.wav,1,1
762,401294618_.wav,1,1
763,401925320_.wav,0,1
764,401654536_.wav,0,0
765,401853863_.wav,1,1
766,401266213_.wav,0,0
767,401547890_.wav,1,1
768,401805708_.wav,0,0
769,401736512_.wav,1,1
770,401443547_.wav,0,0
771,401550514_.wav,1,1
772,401130104_.wav,0,0
773,401719713_.wav,1,1
774,401125347_.wav,1,1
775,401321068_.wav,1,1
776,401313204_.wav,0,0
777,401531954_.wav,0,0
778,401726453_.wav,1,1
779,401604256_.wav,1,1
780,401500484_.wav,0,1
781,401643505_.wav,1,1
782,401246964_.wav,1,1
783,401418455_.wav,0,0
784,401642732_.wav,0,0
785,401846993_.wav,0,0
786,401772375_.wav,0,1
787,401675600_.wav,0,0
788,401550648_.wav,0,0
789,401640511_.wav,0,0
790,401169033_.wav,1,1
791,401694606_.wav,0,1
792,401550975_.wav,0,0
793,401474068_.wav,1,1
794,401584460_.wav,0,0
795,401176218_.wav,0,1
796,401291420_.wav,0,0
797,401198740_.wav,1,1
798,401685718_.wav,1,1
799,401448244_.wav,0,0
800,401608219_.wav,1,1
801,401426389_.wav,0,0
802,401212970_.wav,1,1
803,401445855_.wav,1,1
804,401630680_.wav,0,1
805,401160038_.wav,1,1
806,401317931_.wav,0,0
807,401234429_.wav,1,1
808,401814771_.wav,1,1
809,401666799_.wav,1,1
810,401303429_.wav,1,1
811,401818855_.wav,1,1
812,401699084_.wav,1,1
813,401803242_.wav,1,1
814,401157660_.wav,1,1
815,401581019_.wav,0,0
816,401489878_.wav,1,1
817,401863109_.wav,0,1
818,401247738_.wav,0,0
819,401618936_.wav,1,1
820,401476233_.wav,1,1
821,401138877_.wav,0,1
822,401754026_.wav,0,0
823,401684728_.wav,0,0
824,401797498_.wav,1,1
825,401314351_.wav,0,1
826,401893572_.wav,1,1
827,401255533_.wav,1,1
828,401368694_.wav,1,1
829,401358781_.wav,1,1
830,401254200_.wav,1,0
831,401497434_.wav,0,0
832,401224080_.wav,0,1
833,401514996_.wav,0,0
834,401587073_.wav,1,1
835,401817326_.wav,0,0
836,401802499_.wav,1,0
837,401767910_.wav,1,1
838,401651883_.wav,1,0
839,401156368_.wav,1,1
840,401329453_.wav,1,1
841,401409711_.wav,1,1
842,401683399_.wav,0,0
843,401295251_.wav,0,0
844,401843509_.wav,0,0
845,401154514_.wav,1,1
846,401651424_.wav,1,1
847,401788934_.wav,0,1
848,401169766_.wav,1,0
849,401690974_.wav,1,1
850,401186378_.wav,0,1
851,401973958_.wav,0,1
852,401219390_.wav,1,1
853,401660268_.wav,1,1
854,401262023_.wav,0,0
855,401128660_.wav,1,1
856,401191344_.wav,0,1
857,401551211_.wav,1,1
858,401341230_.wav,1,1
859,401115317_.wav,1,0
860,401206638_.wav,0,1
861,401273495_.wav,0,0
862,401499818_.wav,0,0
863,401816407_.wav,1,0
864,401872324_.wav,1,1
865,401597108_.wav,1,1
866,401757228_.wav,0,1
867,401418261_.wav,1,1
868,401402265_.wav,1,1
869,401122931_.wav,1,1
870,401618111_.wav,0,1
871,401574595_.wav,1,1
872,401503793_.wav,0,0
873,401425581_.wav,0,1
874,401344294_.wav,1,1
875,401862285_.wav,0,0
876,401410710_.wav,0,1
877,401822892_.wav,0,1
878,401129859_.wav,0,0
879,401172561_.wav,1,1
880,401452345_.wav,0,1
881,401463053_.wav,0,0
882,401436709_.wav,1,1
883,401653281_.wav,0,1
884,401586860_.wav,0,1
885,401632822_.wav,0,0
886,401866514_.wav,0,0
887,401142748_.wav,0,1
888,401665074_.wav,1,1
889,401271796_.wav,0,0
890,401229917_.wav,0,1
891,401716209_.wav,0,1
892,401217375_.wav,0,0
893,401752939_.wav,1,1
894,401270622_.wav,0,0
895,401075355_.wav,1,1
896,401567658_.wav,1,1
897,401108365_.wav,0,1
898,401220331_.wav,0,0
899,401281308_.wav,0,0
900,401219190_.wav,1,1
901,401807904_.wav,0,0
902,401816274_.wav,1,1
903,401513946_.wav,1,1
904,401661348_.wav,1,1
905,401296466_.wav,0,1
906,401901343_.wav,0,0
907,401900555_.wav,0,1
908,401668893_.wav,0,0
909,401710185_.wav,0,1
910,401780687_.wav,0,0
911,401190454_.wav,1,1
912,401433343_.wav,0,0
913,401229952_.wav,0,0
914,401426827_.wav,1,1
915,401288759_.wav,1,1
916,401550198_.wav,1,1
917,401857970_.wav,0,0
918,401787106_.wav,1,1
919,401465725_.wav,0,1
920,401825777_.wav,0,1
921,401498170_.wav,0,0
922,401503228_.wav,0,0
923,401117335_.wav,0,1
924,401167396_.wav,0,0
925,401884356_.wav,0,1
926,401311860_.wav,0,0
927,401248420_.wav,0,0
928,401580075_.wav,0,1
929,401834157_.wav,0,0
930,401717238_.wav,1,1
931,401444571_.wav,1,1
932,401231735_.wav,0,1
933,401200421_.wav,1,1
934,401709277_.wav,0,0
935,401258019_.wav,1,1
936,401643026_.wav,0,0
937,401327257_.wav,0,1
938,401711910_.wav,1,0
939,401143947_.wav,1,1
940,401834316_.wav,1,1
941,401726414_.wav,0,1
942,401217936_.wav,0,1
943,401254829_.wav,1,1
944,401709783_.wav,1,1
945,401613708_.wav,1,1
946,401798139_.wav,1,1
947,401843222_.wav,1,1
948,401734848_.wav,1,0
949,401168707_.wav,0,1
950,401715193_.wav,0,0
951,401299870_.wav,0,0
952,401552481_.wav,1,1
953,401883436_.wav,1,1
954,401330604_.wav,0,0
955,401238899_.wav,0,0
956,401165436_.wav,1,1
957,401914756_.wav,0,0
958,401921842_.wav,0,0
959,401260341_.wav,0,1
960,401944806_.wav,0,0
961,401618443_.wav,1,1
962,401616593_.wav,0,0
963,401284688_.wav,1,0
964,401724612_.wav,1,1
965,401771599_.wav,1,1
966,401923446_.wav,0,0
967,401361454_.wav,1,1
968,401917316_.wav,1,1
969,401126359_.wav,1,1
970,401537425_.wav,0,1
971,401232609_.wav,1,1
972,401879314_.wav,1,1
973,401774606_.wav,0,0
974,401905952_.wav,0,0
975,401172259_.wav,0,0
976,401351720_.wav,0,0
977,401260072_.wav,1,1
978,401829107_.wav,1,0
979,401228872_.wav,0,0
980,401626490_.wav,0,0
981,401218889_.wav,0,0
982,401201317_.wav,0,0
983,401805527_.wav,0,1
984,401625274_.wav,1,1
985,401668536_.wav,1,1
986,401746606_.wav,1,1
987,401150105_.wav,0,0
988,401270718_.wav,1,1
989,401303627_.wav,0,0
990,401724484_.wav,0,0
991,401492022_.wav,0,0
992,401466543_.wav,1,1
993,401405180_.wav,1,1
994,401334584_.wav,0,0
995,401465512_.wav,0,1
996,401661521_.wav,0,0
997,401121813_.wav,0,1
